,paper_id,authors,text
26,"xml_output_grobid_python_client\Apples,-oranges,-and-ectopic-pregnancies_2023_fns","[{'first': 'Jessica', 'middle': ['A'], 'last': 'Meyer', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'NYU Langone Health', 'location': {'settlement': 'New York'}}, 'email': ''}, {'first': 'Gwendolyn', 'middle': ['P'], 'last': 'Quinn', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'NYU Langone Health', 'location': {'settlement': 'New York'}}, 'email': ''}, {'first': 'Christina', 'middle': ['A'], 'last': 'Penfield', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'NYU Langone Health', 'location': {'settlement': 'New York'}}, 'email': ''}]",apples oranges and ectopic pregnancies
27,xml_output_grobid_python_client\Are-sperm-human-papilloma-virus-infections-a-missi,"[{'first': 'Richard', 'middle': ['J'], 'last': 'Fantus', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Kansas Medical Center', 'location': {'settlement': 'Kansas City', 'region': 'Kansas'}}, 'email': ''}, {'first': 'Ajay', 'middle': ['K'], 'last': 'Nangia', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Kansas Medical Center', 'location': {'settlement': 'Kansas City', 'region': 'Kansas'}}, 'email': ''}, {'first': 'Joshua', 'middle': ['A'], 'last': 'Halpern', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Northwestern University Feinberg School of Medicine', 'location': {'settlement': 'Chicago', 'region': 'Illinois'}}, 'email': ''}]",are sperm human papilloma virus infections a missing link for idiopathic recurrent pregnancy loss
28,"xml_output_grobid_python_client\Ascending-toward-a-30,000-foot-view-of-uterus-tran","[{'first': 'Rebecca', 'middle': ['K'], 'last': 'Chung', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University Hospitals Cleveland Medical Center', 'location': {'settlement': 'Beachwood', 'region': 'Ohio'}}, 'email': ''}, {'first': 'Elliott', 'middle': ['G'], 'last': 'Richards', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cleveland Clinic', 'location': {'settlement': 'Cleveland', 'region': 'Ohio'}}, 'email': ''}, {'first': 'Ruth', 'middle': [], 'last': 'Farrell', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cleveland Clinic', 'location': {'settlement': 'Cleveland', 'region': 'Ohio'}}, 'email': ''}, {'first': 'Rebecca', 'middle': ['L'], 'last': 'Flyckt', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University Hospitals Cleveland Medical Center', 'location': {'settlement': 'Beachwood', 'region': 'Ohio'}}, 'email': ''}]",ascending toward a foot view of uterus transplant
29,xml_output_grobid_python_client\Assisted-reproductive-technology--considerations-f,"[{'first': 'Nicholas', 'middle': ['Saleem'], 'last': 'Raja', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Colin', 'middle': ['B'], 'last': 'Russell', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Michigan', 'location': {'settlement': 'Ann Arbor', 'region': 'Michigan'}}, 'email': ''}, {'first': 'Molly', 'middle': ['B'], 'last': 'Moravek', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Michigan', 'location': {'settlement': 'Ann Arbor', 'region': 'Michigan'}}, 'email': ''}]",assisted reproductive technology considerations for the nonheterosexual population and single parents this study aimed to discuss fertility concerns unique to the lesbian gay bisexual transgender queer plus and singleparenttobe populations and review special considerations regarding the evaluation and treatment of these patients relevant to the practicing reproductive medicine providerthe use of assisted reproductive technology has rapidly increased over the past yearsgiven these trends providers can expect a greater diversity of patients making use of these technologiesboth the lesbian gay bisexual transgender queer plus community and single parentstobe represent understudied and important populations who often require the use of assisted reproductive technology to build their familiesthe american society for reproductive medicine advocates for equitable treatment of patients regardless of sexual orientation and partner status and health care providers working in the fertility field should be comfortable and confident in assessing the needs of and providing care to these populations
30,xml_output_grobid_python_client\Association-of-endometriosis-and-adenomyosis-with-,"[{'first': 'Paolo', 'middle': [], 'last': 'Vercellini', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universit a degli Studi', 'location': {'settlement': 'Milano', 'country': 'Italy'}}, 'email': 'paolo.vercellini@unimi.it'}, {'first': 'Paola', 'middle': [], 'last': 'Viganò', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Veronica', 'middle': [], 'last': 'Bandini', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universit a degli Studi', 'location': {'settlement': 'Milano', 'country': 'Italy'}}, 'email': ''}, {'first': 'Laura', 'middle': [], 'last': 'Buggio', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': ""Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico"", 'location': {'settlement': 'Milano', 'country': 'Italy'}}, 'email': ''}, {'first': 'Nicola', 'middle': [], 'last': 'Berlanda', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': ""Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico"", 'location': {'settlement': 'Milano', 'country': 'Italy'}}, 'email': ''}, {'first': 'Edgardo', 'middle': [], 'last': 'Somigliana', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universit a degli Studi', 'location': {'settlement': 'Milano', 'country': 'Italy'}}, 'email': ''}]",association of endometriosis and adenomyosis with pregnancy and infertility we performed a comprehensive narrative synthesis of systematic reviews with metaanalysis published in the last years on the association of endometriosis and adenomyosis with reproductive and obstetric outcomesthis review aimed to define the information on which to base preconceptional counseling and clarify whether and in which cases pregnant women with endometriosis and adenomyosis should be referred to tertiary care centers and followed as highrisk obstetric patients reduced pregnancy and live birth rates and an increased miscarriage rate were observed in women with endometriosis and adenomyosisthe effect was larger in women with adenomyosis than in those with endometriosiswomen with superficial peritoneal and ovarian endometriosis do not appear to be at considerably increased risk of major obstetric and neonatal complications whereas women with severe endometriosis whether operated or not are at severalfold increased risk of placenta previamoreover deep infiltrating endometriosis is a risk factor for spontaneous hemoperitoneum in pregnancy and is associated with surgical complications at cesarean sectionoverall women with adenomyosis are at increased risk of various adverse obstetric outcomes including preeclampsia preterm delivery fetal malpresentation postpartum hemorrhage low birth weight and small for gestational age most studies included in the considered systematic reviews are characterized by substantial qualitative and quantitative heterogeneitythis makes a reliable assessment of the available evidence difficult and caution should be exercised when attempting to derive clinical indications nevertheless women with deep infiltrating endometriosis and severe adenomyosis should be considered at high obstetric risk and can benefit from referral to tertiary care centers where they can be safely followed through pregnancy and deliverywhether the same should apply also to pregnant women with minimal endometriosis and adenomyosis forms is currently uncertain emerging evidence suggests that some adverse reproductive and obstetric outcomes observed in women with endometriosis are in fact associated with coexisting adenomyosis
31,xml_output_cochrane\Aue-aungkul_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Apiwat', 'middle': [], 'last': 'Aue-Aungkul', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Chumnan', 'middle': [], 'last': 'Kietpeerakool', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Siwanon', 'middle': [], 'last': 'Rattanakanokchai', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Khadra', 'middle': [], 'last': 'Galaal', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Teerayut', 'middle': [], 'last': 'Temtanakitpaisan', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Chetta', 'middle': [], 'last': 'Ngamjarus', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Pisake', 'middle': [], 'last': 'Lumbiganon', 'suffix': '', 'affiliation': {}, 'email': ''}]",postoperative interventions for preventing bladder dysfunction after radical hysterectomy in women with earlystage cervical cancer postoperative interventions for preventing bladder dysfunction a
32,xml_output_grobid_python_client\Automated-identification-of-rare-sperm-becomes-pos,"[{'first': 'Lewin', 'middle': [], 'last': 'Staine', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Johns Hopkins University School of Medicine', 'location': {'settlement': 'Baltimore', 'region': 'Maryland'}}, 'email': ''}, {'first': 'Jaden', 'middle': ['R'], 'last': 'Kohn', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Johns Hopkins University School of Medicine', 'location': {'settlement': 'Baltimore', 'region': 'Maryland'}}, 'email': ''}, {'first': 'Taylor', 'middle': ['P'], 'last': 'Kohn', 'suffix': '', 'affiliation': {}, 'email': ''}]",automated identification of rare sperm becomes possible is sperm selection the next frontier in male infertility
33,xml_output_grobid_python_client\Automated-rare-sperm-identification-from-low-magni,"[{'first': 'Ryan', 'middle': [], 'last': 'Lee', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}, {'first': 'Luke', 'middle': [], 'last': 'Witherspoon', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}, {'first': 'Meghan', 'middle': [], 'last': 'Robinson', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}, {'first': 'Jeong', 'middle': ['Hyun'], 'last': 'Lee', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}, {'first': 'Simon', 'middle': ['P'], 'last': 'Duffy', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}, {'first': 'Ryan', 'middle': [], 'last': 'Flannigan', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': 'ryan.flannigan@ubc.ca'}, {'first': 'Hongshen', 'middle': [], 'last': 'Ma', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of British Columbia', 'location': {'settlement': 'Vancouver', 'region': 'British Columbia', 'country': 'Canada'}}, 'email': ''}]",automated rare sperm identification from lowmagnification microscopy images of dissociated microsurgical testicular sperm extraction samples using deep learning objective to develop a machine learning algorithm to detect rare human sperm in semen and microsurgical testicular sperm extraction microtese samples using brightfield bf microscopy for nonobstructive azoospermia patientsdesign spermatozoa were collected from fertile mentestis biopsies were collected from microtese samples determined to be clinically negative for sperma convolutional neural network based on the unet architecture was trained using bf image patches with fluorescent ground truth image pairs to segment spermthe algorithm was validated using image patchesthe algorithm was tested using image patches containing abundant sperm as well as image patches containing rare spermsetting in vitro fertilization center and university laboratoriespatients normospermic and nonobstructive azoospermia patientsinterventions nonemain outcome measures precision positive predictive value ppv recall sensitivity and fscore of detected sperm locationsresults for spermonly samples our algorithm achieved ppv sensitivity and fscore at magnificationfor dissociated microtese samples doped with an abundant quantity of sperm our algorithm achieved ppv sensitivity and fscorefor dissociated microtese samples doped with rare sperm our algorithm achieved ppv sensitivity and fscoreconclusions rare sperm can be detected in patients testis biopsy samples for potential subsequent use in in vitro fertilizationintracytoplasmic sperm injectiona machine learning algorithm can use bf images at magnification to accurately detect sperm locations using automated imaging
34,"xml_output_grobid_python_client\Awareness,-knowledge,-and-misconceptions-of-adoles","[{'first': 'Abirami', 'middle': [], 'last': 'Kirubarajan', 'suffix': '', 'affiliation': {}, 'email': 'abi.kirubarajan@mail.utoronto.ca'}, {'first': 'Xinglin', 'middle': [], 'last': 'Li', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Matthew', 'middle': [], 'last': 'Yau', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Caberry', 'middle': [], 'last': 'Yu', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Tiffany', 'middle': [], 'last': 'Got', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Qixuan', 'middle': [], 'last': 'Li', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University Health Network', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Ella', 'middle': [], 'last': 'Huszti', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University Health Network', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Shannon', 'middle': [], 'last': 'Leung', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Nila', 'middle': [], 'last': 'Thangavelu', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'McMaster University', 'location': {'settlement': 'Hamilton', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}, {'first': 'Mara', 'middle': [], 'last': 'Sobel', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Toronto', 'location': {'settlement': 'Toronto', 'region': 'Ontario', 'country': 'Canada'}}, 'email': ''}]",awareness knowledge and misconceptions of adolescents and young people regarding longacting reversible contraceptives a systematic review and metaanalysis objective to assess the awareness knowledge and misconceptions of young people regarding longacting reversible contraceptives larcsdesign we conducted a systematic review in accordance with the preferred reporting items for systematic reviews and metaanalyses guidelines of medlineovid embase and cumulative index to nursing and allied health literaturea randomeffects metaanalysis was performed with formal tests for heterogeneity and publication biasadditional outcomes were summarized using thematic analysissetting not applicablepatients adolescents and young adults aged years with a uterusinterventions not applicablemain outcome measures patientreported outcomes related to awareness knowledge and misconceptions of larcs including intrauterine devices subdermal implants and injections were analyzedresults of the database citations we included studies encompassing adolescents and young peopletwenty studies were eligible for metaanalysisthe pooled prevalence described that only confidence interval ci of participants were aware of at least type of larc i the metaregression noted that the region risk of bias gravidity sexual history previous larc experience and postsecondary education were not associated with awarenessthere were numerous misconceptions regarding eligibility safety and usagenotably ci did not understand that larcs could be used in nulliparous individuals and ci believed that larcs could cause infertility there are notable knowledge gaps among adolescents and young people regarding larcs such as eligibility criteria the reversibility of longacting options and misconceptions regarding infertilityclinicians should specifically counsel regarding the suitability for larcs in nulliparous populations and that larcs do not cause infertility
35,xml_output_cochrane\Ayeleke_et_al-2020-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Reuben', 'middle': ['Olugbenga'], 'last': 'Ayeleke', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Joyce', 'middle': ['Danielle'], 'last': 'Asseler', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Ben', 'middle': ['J'], 'last': 'Cohlen', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Susanne', 'middle': ['M'], 'last': 'Veltman-Verhulst', 'suffix': '', 'affiliation': {}, 'email': ''}]",intrauterine insemination for unexplained subfertility
36,xml_output_cochrane\Barbosa_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Frederico', 'middle': ['T'], 'last': 'Barbosa', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Universidade Federal de São Paulo', 'location': {'settlement': 'Sao Paulo', 'country': 'Brazil'}}, 'email': ''}, {'first': 'Michele', 'middle': ['P'], 'last': 'Silva', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Alcides Carneiro Hospital', 'location': {'settlement': 'Petropolis', 'country': 'Brazil'}}, 'email': ''}, {'first': 'Luís', 'middle': ['Eduardo S'], 'last': 'Fontes', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cochrane Afilliate Rio de Janeiro', 'location': {'settlement': 'Cochrane, Petrópolis', 'country': 'Brazil'}}, 'email': ''}, {'first': 'Daniela', 'middle': ['V'], 'last': 'Pachito', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Hospital Sirio-Libanês', 'location': {'settlement': 'São Paulo', 'country': 'Brazil'}}, 'email': ''}, {'first': 'Tamara', 'middle': [], 'last': 'Melnik', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cochrane Brazil', 'location': {'settlement': 'São Paulo', 'country': 'Brazil'}}, 'email': ''}, {'first': 'Rachel', 'middle': [], 'last': 'Riera', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Cochrane Afilliate Rio de Janeiro', 'location': {'settlement': 'Cochrane, Petrópolis', 'country': 'Brazil'}}, 'email': ''}]",noninvasive positive airway pressure therapy for improving erectile dysfunction in men with obstructive sleep apnoea noninvasive positive airway
37,xml_output_cochrane\Barrowclough_et_al-2022-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Jennifer', 'middle': ['A'], 'last': 'Barrowclough', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Luling', 'middle': [], 'last': 'Lin', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Bridget', 'middle': [], 'last': 'Kool', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'G', 'middle': ['Justus'], 'last': 'Hofmeyr', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Caroline', 'middle': ['A'], 'last': 'Crowther', 'suffix': '', 'affiliation': {}, 'email': ''}]",maternal postures for fetal malposition in labour for improving the health of mothers and their infants
38,xml_output_cochrane\Basheer_et_al-2020-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Aneesh', 'middle': [], 'last': 'Basheer', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Pondicherry Institute of Medical Sciences', 'location': {'settlement': 'Pondicherry', 'country': 'India'}}, 'email': ''}, {'first': 'Richard', 'middle': [], 'last': 'Kirubakaran', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Christian Medical College', 'location': {'settlement': 'Vellore', 'country': 'India'}}, 'email': ''}, {'first': 'Kevin', 'middle': [], 'last': 'Tan', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'National Neuroscience Institute', 'location': {'settlement': 'Singapore', 'country': 'Singapore'}}, 'email': ''}, {'first': 'Venugopalan', 'middle': ['Y'], 'last': 'Vishnu', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'All India Institute of Medical Sciences', 'location': {'settlement': 'New Delhi', 'country': 'India'}}, 'email': 'vishnuvy16@yahoo.com'}, {'first': 'Doreen', 'middle': [], 'last': 'Fialho', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': ""King's College Hospital"", 'location': {'settlement': 'London', 'country': 'UK'}}, 'email': ''}]",diseasemodifying therapy for hivrelated distal symmetrical polyneuropathy including antiretroviral toxic neuropathy diseasemodifying therapy
39,xml_output_cochrane\Bergman_et_al-2019-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Hanna', 'middle': [], 'last': 'Bergman', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Brian', 'middle': ['S'], 'last': 'Buckley', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Gemma', 'middle': [], 'last': 'Villanueva', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Jennifer', 'middle': [], 'last': 'Petkovic', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Chantelle', 'middle': [], 'last': 'Garritty', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Vittoria', 'middle': [], 'last': 'Lutje', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Alina', 'middle': ['Ximena'], 'last': 'Riveros-Balta', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Nicola', 'middle': [], 'last': 'Low', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Nicholas', 'middle': [], 'last': 'Henschke', 'suffix': '', 'affiliation': {}, 'email': ''}]",comparison of different human papillomavirus hpv vaccine types and dose schedules for prevention of hpvrelated disease in females and males comparison of di erent human papillomavirus hpv
40,xml_output_grobid_python_client\Better-late-than-never&#x2014;but-never-late-is-be,"[{'first': 'Tarek', 'middle': [], 'last': 'Khader', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Harry', 'middle': ['J'], 'last': 'Lieman', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Sangita', 'middle': [], 'last': 'Jindal', 'suffix': '', 'affiliation': {}, 'email': ''}]",better late than neverbut never late is best
41,xml_output_grobid_python_client\Beverage-intake-and-ovarian-reserve-among-women-fr,"[{'first': 'Ana', 'middle': ['B'], 'last': 'Maldonado-Cárceles', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Makiko', 'middle': [], 'last': 'Mitsunami', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Harvard T.H. Chan School of Public Health', 'location': {'settlement': 'Boston', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Andrea', 'middle': [], 'last': 'Florio', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Harvard T.H. Chan School of Public Health', 'location': {'settlement': 'Boston', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Paige', 'middle': ['L'], 'last': 'Williams', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Harvard T.H. Chan School of Public Health', 'location': {'settlement': 'Boston', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Jennifer', 'middle': ['B'], 'last': 'Ford', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Irene', 'middle': [], 'last': 'Souter', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Harvard T.H. Chan School of Public Health', 'location': {'settlement': 'Boston', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Jorge', 'middle': ['E'], 'last': 'Chavarro', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Harvard T.H. Chan School of Public Health', 'location': {'settlement': 'Boston', 'region': 'Massachusetts'}}, 'email': ''}, {'first': 'Lidia', 'middle': [], 'last': 'Mínguez-Alarcón', 'suffix': '', 'affiliation': {}, 'email': ''}]",beverage intake and ovarian reserve among women from a fertility center objective to evaluate the associations of caffeinated alcoholic and sweetened beverage intakes with antral follicle count afc a wellaccepted biomarker of ovarian reservedesign observational prospective cohort studysetting fertility center at an academic hospitalpatients this study includes women seeking fertility care at the massachusetts general hospital who participated in the environment and reproductive health studyintervention nonewomen selfreported consumption of caffeinated coffee tea soda alcoholic wine beer liquor sugarsweetened and artificially sweetened beverages using a validated foodfrequency questionnairemain outcome measure antral follicle count was assessed using a transvaginal ultrasound performed on the rd day of an unstimulated menstrual cycle or on the rd day of a progesterone withdrawal bleedresults median interquartile range age and afc were years and respectivelymedian range intake of caffeinated alcoholic sugarsweetened and artificially sweetened beverages in servingsday were and respectivelyall examined beverages were unrelated to afcthe multivariable adjusted mean afc confidence interval for women in the top and bottom quartiles of intake were and for caffeinated beverages and for alcoholic beverages and for sugarsweetened beverages and and for artificially sweetened beveragesconclusion lowtomoderate intakes of caffeinated alcoholic sugarsweetened and artificially sweetened beverages were unrelated to ovarian reserve as measured by afc in a cohort of women seeking fertility care
42,xml_output_grobid_python_client\Beyond-awareness-&#x2013;-National-Infertility-Awa,"[{'first': 'Marissa', 'middle': ['S'], 'last': 'Weiss', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Anuja', 'middle': [], 'last': 'Dokras', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Pennsylvania', 'location': {'settlement': 'Philadelphia', 'region': 'Pennsylvania'}}, 'email': ''}, {'first': 'Erica', 'middle': ['E'], 'last': 'Marsh', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Pennsylvania', 'location': {'settlement': 'Philadelphia', 'region': 'Pennsylvania'}}, 'email': ''}]",beyond awareness national infertility awareness week
43,xml_output_grobid_python_client\Blind-physicians-and-the-elephant--&#x201c;Reality,"[{'first': 'Victoria', 'middle': [], 'last': 'Fitz', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Massachusetts General Hospital', 'location': {}}, 'email': ''}, {'first': 'Bala', 'middle': [], 'last': 'Bhagavath', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'University of Wisconsin', 'location': {'settlement': 'Madison', 'region': 'Wisconsin'}}, 'email': ''}, {'first': 'Steven', 'middle': ['R'], 'last': 'Lindheim', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Wright State University', 'location': {'settlement': 'Dayton', 'region': 'Ohio'}}, 'email': ''}, {'first': 'John', 'middle': [], 'last': 'Petrozza', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Massachusetts General Hospital', 'location': {}}, 'email': ''}]",blind physicians and the elephant reality is one although wise physicians speak of it variously
44,xml_output_cochrane\Boedt_et_al-2021-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Tessy', 'middle': [], 'last': 'Boedt', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Anne-Catherine', 'middle': [], 'last': 'Vanhove', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Melissa', 'middle': ['A'], 'last': 'Vercoe', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Christophe', 'middle': [], 'last': 'Matthys', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Eline', 'middle': [], 'last': 'Dancet', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Sharon', 'middle': [], 'last': 'Lie Fong', 'suffix': '', 'affiliation': {}, 'email': ''}]",preconception lifestyle advice for people with infertility
45,xml_output_cochrane\Boomsma_et_al-2019-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Carolien', 'middle': ['M'], 'last': 'Boomsma', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Ben', 'middle': ['J'], 'last': 'Cohlen', 'suffix': '', 'affiliation': {}, 'email': ''}, {'first': 'Cindy', 'middle': [], 'last': 'Farquhar', 'suffix': '', 'affiliation': {}, 'email': ''}]",semen preparation techniques for intrauterine insemination multiple pregnancy rate per couple
46,xml_output_cochrane\Boomsma_et_al-2022-Cochrane_Database_of_Systematic_Reviews,"[{'first': 'Carolien', 'middle': ['M'], 'last': 'Boomsma', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Bravis Hospital', 'location': {'settlement': 'Bergen op Zoom', 'country': 'Netherlands'}}, 'email': 'carolienboomsma@hotmail.com'}, {'first': 'Mohan', 'middle': ['S'], 'last': 'Kamath', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'Christian Medical College', 'location': {'settlement': 'Vellore', 'country': 'India'}}, 'email': ''}, {'first': 'Stephen', 'middle': ['D'], 'last': 'Keay', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': 'UHCW NHS Trust', 'location': {'settlement': 'Coventry', 'country': 'UK'}}, 'email': ''}, {'first': 'Nick', 'middle': ['S'], 'last': 'Macklon', 'suffix': '', 'affiliation': {'laboratory': '', 'institution': ""London Women's Clinic"", 'location': {'settlement': 'London', 'country': 'UK'}}, 'email': ''}]",periimplantation glucocorticoid administration for assisted reproductive technology cycles of findings glucocorticoids compared to no glucocorticoids or placebo for assisted reproductive technology cycles glucocorticoids compared to no glucocorticoids or placebo for assisted reproductive technology cycles patient or population women receiving assisted reproductive technology cycles setting ivf clinics intervention glucocorticoids
